0,1,7,1014.78,-285.244,982.022,-240.537,287.593,56.9782,24.5826,
1,1,7,538.474,-15.1439,-574.352,180.661,-227.231,-34.4526,-22.9171,
2,1,7,649.144,314.696,-513.076,572.876,-73.951,22.2825,14.6474,
3,1,7,527.973,371.8,81.8014,-241.305,-107.013,-23.7842,-21.1069,
4,1,7,541.584,416.475,219.894,-49.6834,108.661,16.3938,22.2968,
5,1,7,-310.739,-267.18,960.363,-176.271,136.786,2.11076,-14.1171,
6,1,7,2381.61,383.797,49.1265,-331.582,101.339,45.6651,12.6433,
7,1,7,3047.68,229.499,-426.993,-200.499,85.0312,-14.5244,9.13789,
8,1,7,2425.81,-148.66,-92.12,-256.781,28.9407,-13.6902,-43.0632,
9,1,7,1768.48,-337.476,254.356,259.085,-181.414,-9.06801,27.9396,
10,1,7,-3167.92,-1218.6,23.4326,136.619,-304.077,-17.0646,-128.415,
11,1,7,-3113.03,-1308.7,311.615,-182.409,-118.843,-227.815,-7.93741,
12,1,7,-3087.26,-1325.61,-1.25377,34.183,-79.4928,-99.033,159.047,
13,1,7,-3068.08,-1360.3,62.0456,38.9065,270.422,127.925,-4.01475,
14,1,7,-3068.08,-1472.16,117.594,66.2096,57.0353,145.625,-53.7659,
15,1,7,-3058.51,-1034.81,152.922,39.8002,186.036,39.1826,53.6819,
16,1,7,-2735.95,-317.778,-893.198,-78.0141,-64.3315,-81.5384,-52.0748,
17,1,7,-3013.02,-330.33,-379.08,-374.002,183.834,-25.3714,-53.2781,
18,1,7,-3061.4,-995.292,33.5379,3.39416,-97.1218,1.73234,184.283,
19,1,7,-3079.4,-1146.49,87.8879,117.898,-69.5878,82.2968,-130.661,
20,1,7,16.4669,-1376.38,-438.309,-168.55,109.412,71.3194,12.1113,
21,1,7,-45.1661,-1370.9,-97.1281,-199.527,-35.2158,165.092,88.9303,
22,1,7,55.2153,-1430.68,-198.222,-157.592,-33.0845,-129.872,50.7947,
23,1,7,185.525,-1496.39,-199.803,334.244,-6.51492,-52.5626,-90.6169,
24,1,7,-74.0289,-1552.75,-100.474,-71.2881,193.131,-132.743,-273.623,
25,1,7,98.9989,-1730.96,-200.45,-23.4855,-245.153,73.0295,213.522,
26,1,7,31.2625,-1815,340.707,124.892,170.565,33.7986,-52.1142,
27,1,7,-210.504,-1602.77,59.366,138.427,64.8526,-2.68119,144.561,
28,1,7,-218.031,-1682.8,203.882,-178.271,-210.312,-69.1635,45.507,
29,1,7,-105.03,-1686.33,-17.8807,185.357,-207.684,33.89,-144.231,
30,1,7,-2639.95,2408.7,-368.345,103.748,-54.1902,-83.3971,193.931,
31,1,7,-2641.19,2425.12,-252.005,-89.2588,-29.9325,-33.7704,-40.0992,
32,1,7,-2537.64,2428.61,87.554,-192.988,-108.842,196.733,181.262,
33,1,7,-2680.41,2188.61,59.3507,47.6243,-127.194,160.918,-218.625,
34,1,7,-2728.69,2022.58,42.184,-89.2145,119.267,-16.8775,-144.438,
35,1,7,-2702.93,2172.99,-111.262,-204.438,90.1929,13.6809,-185.423,
36,1,7,-2783.75,1843.92,28.9467,106.436,-25.921,-2.43468,169.293,
37,1,7,-2742.99,1812.13,136.72,290.313,98.1456,-156.712,252.246,
38,1,7,-2668.59,1957.22,106.478,284.857,24.381,-46.1147,-274.798,
39,1,7,-2818.23,1909.98,299.141,217.374,-115.121,-18.2476,81.1647,
40,1,7,-4405.65,801.872,-17.9328,-68.5337,-309.748,-8.70679,-2.53952,
41,1,7,-5051.46,-719.09,-20.454,34.2486,241.409,-44.8881,52.0489,
42,1,7,-4938.59,-268.074,40.2445,239.285,374.179,-172.743,-65.9045,
43,1,7,-5019.27,-670.402,32.5877,-59.9151,-131.585,69.3918,114.79,
44,1,7,-5012.42,-733.818,72.0808,-139.253,-402.68,163.809,146.408,
45,1,7,-4054.75,1217.48,-518.153,-174.323,247.143,-76.654,-13.1997,
46,1,7,-4853.89,5.87419,46.3137,263.41,26.5962,16.5315,47.9227,
47,1,7,-5061.67,-871.113,-50.2857,-59.436,252.591,-40.0329,-45.2887,
48,1,7,-5042.67,-781.89,78.6701,-228.728,192.766,-35.2977,-191.256,
49,1,7,-4937.53,-406.614,198.751,-45.9716,-295.661,144.94,-34.6715,
50,1,7,984.538,358.785,226.864,80.5643,21.2122,-395.268,-67.4385,
51,1,7,1106.58,448.423,-44.8846,-31.4467,39.0935,537.118,141.872,
52,1,7,1084.21,408.479,320.121,8.31507,67.4198,-48.0882,-27.031,
53,1,7,2110.59,2056.33,665.6,32.2849,8.49946,35.3718,6.5891,
54,1,7,1355.1,853.799,506.326,9.77494,78.7163,3.90415,23.7452,
55,1,7,1727.42,812.562,-9.31085,84.9583,-359.262,-384.837,-29.3191,
56,1,7,1715.44,843.151,-37.7222,194.492,77.0926,540.473,2.50884,
57,1,7,1757.41,936.047,-291.202,-61.3302,140.119,-106.196,337.476,
58,1,7,1759.12,914.646,-429.726,-37.2887,-49.3315,-146.692,-122.282,
59,1,7,1752.28,880.905,-435.428,-19.8872,-109.113,-36.7574,-258.826,
60,1,7,3831.19,-628.038,-6.59194,182.054,212.111,-4.73103,-22.2706,
61,1,7,3869.08,85.2502,-219.738,-48.3584,-3.14051,19.1125,21.1363,
62,1,7,4026.97,1349.56,-211.2,-166.741,106.776,117.785,-38.5397,
63,1,7,3903.35,989.278,834.252,101.233,133.734,63.0152,18.6301,
64,1,7,4009.86,1236.29,-13.452,419.043,-68.8165,137.086,50.2322,
65,1,7,4057.16,1356.6,-167.195,-43.5063,-103.828,-291.688,-24.753,
66,1,7,3624.19,-599.614,151.046,301.041,3.637,-5.05221,2.86451,
67,1,7,3645.74,-625.442,-128.653,48.7526,-104.293,31.6458,7.90515,
68,1,7,3682.79,-535.781,6.63357,105.653,23.6519,-49.6491,-12.5454,
69,1,7,3633.72,-604.881,535.21,-394.89,107.799,20.8309,12.7153,
70,1,7,4000.46,-167.993,152.448,-119.245,-34.1259,23.5025,13.0095,
71,1,7,3747.99,-536.64,-414.84,-255.254,-101.743,-69.0262,-13.8565,
72,1,7,4070.18,-287.591,-65.199,-220.469,-32.6172,3.3476,-3.33128,
73,1,7,4055.36,-70.871,-5.63922,-290.375,168.549,-28.1678,-23.6441,
74,1,7,4208.18,187.292,118.292,51.1739,-20.3633,18.5,6.96339,
75,1,7,3898.56,-556.099,-239.687,-60.3976,-85.0946,-39.4775,-18.4232,
76,1,7,3998.18,-482.039,62.2516,-375.772,145.331,12.2147,-36.7141,
77,1,7,3909.72,-605.138,-29.8511,505.085,-98.0589,31.542,48.8203,
78,1,7,3972.45,-563.408,-284.551,152.367,-128.829,-75.7911,21.8185,
79,1,7,3957.61,-605.485,-242.973,310.183,-23.5327,71.8848,-11.8843,
